doc_id,company,product,report_type,audit_period,auditor,opinion,hq,signing_authority,extraction_method,page_count,score_overall,score_infrastructure,score_app_architecture,score_data_layer,score_security,score_devops,score_bcdr,score_vendor_diversity,cloud_provider,regions,availability_zones,additional_cloud,serverless,cdn,has_vpc,has_waf,has_firewall,has_ids_ips,has_vpn,has_tls,multi_region,topology,arch_pattern,languages,frameworks,compute,branch_protection,databases,caching,backup_frequency,multi_az,per_tenant_segregation,identity_provider,has_mfa,has_rbac,quarterly_reviews,has_vuln_scanning,has_pen_testing,has_server_hardening,has_cyber_insurance,has_bcdr_policy,annual_dr_testing,daily_backups,controls_tested,exceptions,vendor_count,red_flag_count,yellow_flag_count,green_flag_count,system_overview,has_report,has_diagram,cloud,type
1oIh-ePUYXEm2LixguMaO8jbgjq5fcD3-BAv55uBszKE,Lightning Medical Corp.,Syntra,SOC 2 Type 2,"August 1, 2025 - November 1, 2025",Accorp Partners,unqualified,"51 Federal Street, Suite 204, San Francisco, CA",CEO (Ayush Jain),vision-single,32,,,,,,,,,Amazon Web Services (AWS),[],Multiple availability zones in high availability data centers,[],"[""AWS Lambda (Main Processing Lambda)""]",Amazon CloudFront,True,True,True,True,True,True,False,"User traffic flows through CloudFront CDN to AWS WAF, then to Application Load Balancer which routes to ECS Clusters (customer-specific containers) and SQS Queues, which trigger Main Processing Lambda functions that interact with DynamoDB database. Internet Gateway connects public subnets to external users.",Microservices/Containerized,[],[],"[""AWS ECS (Elastic Container Service) Clusters"", ""AWS Lambda""]",True,"[""Amazon DynamoDB""]",[],Daily,True,True,Internal/AWS IAM with unique login IDs,True,True,False,True,True,True,False,True,True,True,0,0,2,0,4,9,A real-time chart and charges auditing agent that automatically looks through your data for revenue opportunities and compliance risks. An agentic medical billing platform that automates medical coding and chart audits.,True,False,AWS,Type 2
1UASNFinF0cZMa2mOEIZ-MwG9jUJEQ7io1ORWxKTP-tc,Linkd Inc.,Deep Research for People (Clado Platform),SOC 2 Type II,"August 30, 2025 - November 30, 2025",Accorp Partners,unqualified,880 Harrison St.,"Tom Zheng, Cofounder & COO",vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""US-East 1""]",Multiple availability zones,[],[],,True,False,True,True,True,True,False,"Three-tier architecture: Public subnet (NAT Gateway, Internet Gateway, Bastion), App Private subnet (EC2 instances), Data Private subnet (RDS, OpenSearch). Traffic flows through Internet Gateway to Public subnet, SSH access via Bastion to App tier, S3 VPC Endpoint for storage access.",Three-tier web application,[],[],"[""Amazon EC2""]",True,"[""Amazon RDS MySQL"", ""Amazon RDS PostgreSQL"", ""Amazon OpenSearch""]",[],Suitable backups taken and maintained per Backup Policy,True,False,Internal unique login ID system,True,True,False,True,False,True,False,True,True,True,0,0,1,0,3,7,"Linkd Inc. is a technology company building the universal people search engine - a ground-truth dataset of professionals sourced from platforms like LinkedIn, GitHub, and Google Scholar. The platform provides AI-powered search and discovery tools that help recruiters, sales teams, and enterprises find and understand people using large-scale data ingestion, advanced ranking models, and reinforcement learning pipelines ('LLM as judge').",True,False,AWS,Type 2
1q5AKo0Db3IhJbSnZCWfFIskoJUqXQEztT8dRIE3UtKI,The Human Chemical Company,AI-powered predictive toxicology platform for industrial chemicals,SOC 2 Type II,"July 26, 2025 - October 26, 2025",Accorp Partners,unqualified,"5758 Geary Blvd. 333, San Francisco, CA 94121","Isaac Wilks, CEO",vision-single,32,,,,,,,,,Google Cloud Platform (GCP),"[""us-central-1""]",Multiple availability zones (regional deployment),[],[],Not specified,True,True,True,True,True,True,False,Internet traffic -> GKE Load Balancer -> Kubernetes clusters (regional) -> Frontend App -> Backend App -> PostgreSQL Cloud SQL. Separate production and staging clusters with Google Key Manager integration.,"Microservices/containerized architecture with clear separation of frontend, backend, and database tiers","[""Not specified""]","[""Kubernetes (GKE)""]","[""Google Kubernetes Engine (GKE)"", ""Virtual servers""]",True,"[""PostgreSQL Cloud SQL""]","[""Not specified""]",Daily backups implied through Cloud SQL managed service,True,True,Internal identity management with unique login IDs,True,True,False,True,True,True,False,True,False,True,30,0,1,4,4,8,"Technology company pioneering the use of AI for predictive toxicology in industrial chemicals. Builds AI tools including advanced deep learning techniques to predict chemical bioactivity, along with a suite of AI agents to automate routine toxicology tasks. Predictive models provide high-performance chemical hazard assessment, and AI agents provide rapid summaries of toxicological information and help users draft chemical safety assessment reports.",True,True,GCP,Type 2
1UJrX2mF3qS25y4JessgZwpqJ8l--RJHSvfsP4EmFqvU,"PeakMetrics, Inc.",PeakMetrics AI-Driven Narrative Intelligence Platform,SOC 2 Type 1,"As of November 24, 2025",Accorp Partners,unqualified,"777 South Alameda St, Floor 2, Los Angeles, CA 90021","Bobby Lincoln, Chief Operating Officer",vision-single,30,,,,,,,,,Amazon Web Services (AWS),[],Multiple availability zones within high availability data centers,[],[],,True,True,True,True,True,True,False,Hosted in AWS VPC environment with segmented VPCs and access control lists (ACLs). Production servers maintain failover capabilities across multiple availability zones. All traffic encrypted via TLS. Remote access through bastion host with VPN.,Cloud-native SaaS platform with AI/ML components,[],[],"[""AWS EC2 virtual servers"", ""AWS managed services""]",True,"[""Cloud-based databases on AWS""]",[],Regular backups maintained as per Backup Policy (specific frequency not stated in available pages),True,True,Internal identity management with unique login IDs,True,True,False,True,True,True,False,True,False,False,0,0,1,0,3,10,"AI-driven narrative intelligence company that enables enterprises and government institutions to protect their reputation, brand, and people from adversarial social media attacks by uncovering threatening online trends and neutralizing them. The platform provides context to understand how narratives spread, why they gain traction, who is amplifying them, and whether they are authentic or deceptive.",True,True,AWS,Type 1
1gXceRYQFmonM2Ri0-WRoq9uv2Silt0UbO2xIniH_aVI,Reworks Inc.,Scape (Autonomous email inbox),SOC 2 Type 1,"As of November 18, 2025",Accorp Partners (ACCORP),unqualified,"1209 Orange St, Wilmington, DE 19801","Melvin Hagberg, Founder, CEO and President",vision-single,30,,,,,,,,,Supabase,"[""Not specified - high availability data centers with multiple availability zones""]",Multiple availability zones in Supabase with failover capabilities,"[""Vercel (frontend hosting)""]","[""Supabase serverless functions"", ""Background workers""]",Vercel,True,True,True,True,True,True,True,"User device connects via TLS to Vercel frontend, which connects to Supabase Cloud (Auth, Postgres, Storage). Background workers and Electron desktop app also connect to Supabase. Third-party APIs connected via webhooks.","Cloud-native, microservices with serverless functions","[""JavaScript/TypeScript (implied by Electron and Vercel)""]","[""Electron (desktop app)"", ""React/Next.js (implied by Vercel)""]","[""Serverless functions"", ""Background workers"", ""Virtual servers""]",True,"[""Supabase Postgres""]",[],"Daily backups, backup logs maintained per retention policy",True,False,Supabase Auth,True,True,False,True,False,True,False,True,True,True,29,0,2,0,3,8,"AI-powered email and meeting assistant designed to help professionals manage communication, follow-ups, and workflows with minimal manual effort. The platform connects to user's email and calendar, processes messages locally with user authorization, and automates tasks such as summarization, drafting, follow-up detection, attachment handling, and meeting transcription.",True,True,Supabase,Type 1
1tTHIWUwOQX004mTWD10qadtxcEDS6d6Z_2E-SnLl6Yc,Bandar Systems Inc.,Streams as a cloud storage primitive,SOC 2 Type 2,"Aug 4, 2025 - Nov 4, 2025",Accorp Partners (ACCORP),unqualified,Not specified,Not specified (template placeholder present),vision-single,31,,,,,,,,,Amazon Web Services (AWS),"[""Not specified""]",Multiple availability zones,[],[],Not specified,True,True,True,True,True,True,False,"Hosted in AWS VPC environment with segmented VPCs, remote access via bastion host and VPN, encrypted web traffic via TLS",Not specified,[],[],"[""AWS EC2 virtual servers""]",False,"[""Not specified""]","[""Not specified""]",Not specified,True,False,Not specified,True,True,False,True,True,True,False,True,False,False,0,0,1,8,5,9,Cloud-based storage primitive service providing streams as a cloud storage solution hosted on AWS infrastructure,True,True,AWS,Type 2
17b9L-MBy9zFukAdPJAUnGCPeIBuczA3xrcZySos0PVk,Landscape Ventures Limited,AI Analyst for Private Markets,SOC 2 Type 2,"August 26, 2025 - November 26, 2025",AccCorp Partners,unqualified,"86-90 Paul Street, 3rd Floor, London, England, EC2A 4NE","Gabriel Shin, Co-founder & COO",vision-single,32,,,,,,,,,Google Cloud Platform (GCP),"[""Not specified - hosted in GCP high availability data centers""]",Multiple availability zones utilized across GCP,[],[],,True,False,True,True,True,True,False,System hosted in GCP Virtual Private Cloud (VPC) environment with segmented VPCs and ACLs. Traffic encrypted via TLS. Remote access through bastion host with VPN. Production servers maintain failover capabilities across multiple availability zones.,Microservices/multi-agentic orchestration,[],[],"[""Virtual servers"", ""Cloud-based compute""]",True,"[""Cloud-based databases (GCP)""]",[],Suitable backups taken and maintained per Backup Policy (specific frequency not stated),True,False,Internal identity management with unique login IDs,True,True,False,True,True,True,False,True,False,False,24,0,2,3,4,8,"Technology company providing AI workflow automation platform (Amy) to support investment research and analysis for private market investors. The system leverages AI-driven research, automated monitoring, and workflow automations with integrations to third-party data sources and applications.",True,False,GCP,Type 2
1CA-7zNxvUWLtkWlpwaNLzkxGNueeIoTeVLx6mrr22Po,TruDiagnostic Inc,Advanced epigenetic tests designed to enhance your health / AI-automated compliance platform,SOC 2 Type 2,"August 1, 2025 - November 1, 2025",Accorp Partners,unqualified,[Company Address - template placeholder],Your Name Here [template placeholder],vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""AWS - specific regions not specified""]",Multiple availability zones across high availability data centers,[],[],,True,True,True,True,True,True,False,Hosted in AWS virtual private cloud (VPC) environment with segmented VPCs and access control lists (ACLs). User requests encrypted via TLS. Remote access through bastion host with VPN. Production servers maintain failover capabilities across multiple availability zones. Network segmentation implemented to separate systems and data based on sensitivity and criticality.,Cloud-native SaaS application,[],[],"[""AWS EC2 (implied from diagram)"", ""Virtual servers""]",True,"[""Production database (technology not specified)""]",[],Daily backups,True,False,Internal authentication with unique login IDs,True,True,False,True,False,True,False,True,False,True,100,0,1,5,4,9,"TruDiagnostic Inc provides an AI-automated compliance platform designed to help companies achieve and maintain compliance with various frameworks such as SOC 2, HIPAA, GDPR, ISO 27001, and PCI DSS. The platform leverages AI to automate evidence gathering, perform continuous compliance monitoring, and includes features such as AI code scanning, infrastructure monitoring, automated security questionnaire completion, and access control management. The system is titled 'Advanced epigenetic tests des",True,True,AWS,Type 2
1lKoojQIN4EXt1wpACuq7tMN5QskTL_tSiCwviYCLDcU,Longitude Labs Inc.,Meridian,SOC 2 Type 2,"August 20, 2025 - November 20, 2025",Accorp Partners,unqualified,"418 Broadway, Albany, NY 12207","John Ling, Chief Executive Officer",vision-single,33,,,,,,,,,Microsoft Azure,"[""East US 2 (Production)"", ""East US (Experimental)""]",Multiple availability zones in Azure high availability data centers,"[""AWS (for Lambda serverless compute - us-east-1)""]","[""Azure Container Apps (Backend API)"", ""AWS Lambda (eval-runner, sheet-scanner)""]","Azure Front Door (TLS Termination, Load Balancing, Health Probes)",True,True,True,True,True,True,True,"Segmented VPCs with Access Control Lists (ACLs), Private endpoints for data layer, Internal HTTPS communication between services, Edge/CDN layer with Azure Static Web Apps",Microservices/Containerized,"[""JavaScript/TypeScript (NestJS backend)"", ""Python (implied for AI/ML)""]","[""NestJS (Backend)"", ""Electron (Desktop App)"", ""Office Add-in (Excel Plugin)"", ""React/Next.js (implied for web UI)""]","[""Azure Container Apps"", ""AWS Lambda""]",True,"[""Azure PostgreSQL Flexible Server (Primary data store)"", ""Azure Redis (Session/API caching)""]","[""Azure Redis""]",Daily backups for PostgreSQL,True,True,"Supabase Auth, Azure Active Directory",True,True,False,True,True,True,True,True,True,True,100,0,13,8,8,19,"AI-powered platform that integrates with Excel and other spreadsheet environments to automate data manipulation, formula generation, and model interpretation. The platform leverages AI agents to perform tasks such as formula creation, spreadsheet restructuring, data cleaning, and automated multi-step workflows.",True,False,Azure,Type 2
1ewlTylfJqYCe_xmGCLmZSjPGBZ6z7FQGYD0lJcgeNas,iollo,Metabolomics and AI-based Health Monitoring Platform,SOC 2 Type 2,"July 24, 2025 - October 24, 2025",ACCORP PARTNERS,unqualified,[Company Address],"Your Name Here, [Designation]",vision-single,41,,,,,,,,,Amazon Web Services (AWS),"[""Multiple AWS Regions""]",Multiple availability zones configured for high availability,[],[],,True,True,True,True,True,True,True,"Segmented VPCs with private subnets, Internet Gateway, VPN Gateway. Traffic flows from Internet through VPC VPN Connection to segmented VPCs across multiple availability zones (VPE WEST, VPE EAST) with private subnets for Prod HA, Dev, Test, and Prod HR environments.",Cloud-native SaaS platform,[],[],"[""AWS EC2 instances"", ""Virtual servers""]",True,"[""Cloud-based databases (AWS)""]",[],Daily,True,False,Internal user management system,True,True,True,True,False,True,True,True,True,True,40,0,1,7,5,10,"A pioneering biotechnology company that leverages advanced metabolomics and artificial intelligence to revolutionize health monitoring and pharmaceutical research. The platform provides end-to-end compliance automation, AI-powered security features, and compliance support services.",True,False,AWS,Type 2
1XUFrTxCvIsYzL5yDe5RdlypH6jUpaCvk8TD3-rV9dyM,"Nexus Intelligence, Inc.",Nexus Intelligence builds next-gen software for manufacturing and industrial operations,SOC 2 Type I,"As of October 29, 2025",Accorp Partners,unqualified,Not specified - fully cloud-based (no physical offices),"Your Name Here (TEMPLATE PLACEHOLDER), Designation: [BLANK]",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Not specified""]",Multiple availability zones configured for high availability and failover,[],[],Not specified,True,True,True,True,True,True,False,"Internet -> VPC VPN Gateway -> VPE West/East regions -> Availability Zones (#1, #2, #3) -> VPC subnets (private) containing Prod HA, Dev, Test environments. Remote access via VPN through bastion host.",Multi-tier cloud application with segmented environments,[],[],"[""AWS EC2 (implied from network diagram)"", ""Virtual servers in AWS""]",True,"[""AWS database services (implied)""]",[],Suitable backups taken and maintained (specific frequency not stated),True,True,Internal identity management with AWS password policy integration,True,True,True,True,True,True,True,True,True,False,0,0,1,3,4,9,Nexus Intelligence builds next-gen software for manufacturing and industrial operations. The system is fully cloud-hosted with no physical servers or offices.,True,False,AWS,Type 1
18UoRqB24fqx5InBzdzyV-rpvRS0nxF2qxSf89CBOPM0,Almaca Inc,Alma Platform,SOC 2 Type II,"July 30, 2025 - October 30, 2025",Accorp Partners,unqualified,"545 Bryant Street, Palo Alto, California","Shuo Chen, Chief Technology Officer",vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""us-west-2""]","us-west-2a, us-west-2b",[],[],,True,False,True,True,True,True,False,"Internet-facing ALB in public subnets (alma-subnet-public1/2) with NAT gateways, routing to ECS containers in private subnets (alma-subnet-private1/2) across two availability zones (us-west-2a, us-west-2b) within alma-vpc",Containerized microservices (ECS),[],[],"[""AWS ECS Clusters""]",True,"[""Production database (AWS RDS or similar - specific engine not stated)""]",[],Defined in Backup Policy (specific frequency not stated),True,False,Internal/AWS IAM,True,True,False,True,False,True,False,True,False,False,0,0,1,0,2,8,"Technology services provider focused on immigration providing a secure, enterprise-grade platform combining advanced, responsibly governed AI with robust software engineering to automate and streamline critical immigration legal workflows including case management, compliance, reporting, analytics, and billing. All AI systems operate within Alma's controlled, SOC 2-audited environment.",True,False,AWS,Type 2
1eep4Iqvz7Fxk-F0Qo9PR2nxqVPM6xaFtWdszdcW12uU,Dart Labs Inc.,Prox,SOC 2 Type 1,"As of October 29, 2025",Accorp Partners,unqualified,Not specified - fully cloud-based with no physical offices,"Gregory Makodzeba, COO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),[],Multiple availability zones in AWS high availability data centers,[],[],AWS CloudFront (implied by Edge Layer in network diagram),True,True,True,True,True,True,False,"Internet → AWS WAF/Edge Layer → AWS VPC (Production) containing Application Hosting (Vercel Edge Network), EC2 Instances (Compute Layer), with external connections to Anthropic API, Carrier APIs, and Supabase PostgreSQL database. Admin access via VPN Gateway with MFA.",Cloud-native microservices architecture,[],[],"[""AWS EC2 Instances""]",True,"[""PostgreSQL (Supabase)""]",[],Daily,True,True,Internal AWS-based authentication,True,True,False,True,True,True,False,True,False,True,0,0,4,3,3,9,"AI-powered digital co-workers for logistics operations. Automates critical back-office workflows for third-party logistics providers (3PLs), freight forwarders, and fulfillment centers. The platform automates repetitive operational tasks including carrier claims processing, account management workflows, and custom back-office automation. AI agents integrate with existing logistics systems, warehouse management software, and carrier portals.",True,False,AWS,Type 1
1bn96FoOHyN25qPa5j1N5CPMvmin-yYPpng1yBxUlalU,Gleap GmbH,AI-powered customer feedback and bug reporting platform,SOC 2 Type 2,"August 27, 2025 - November 27, 2025",Accorp Partners,unqualified,"Am Dorfplatz 3, 6858 Schwarzach, Austria","Lukas Böhler, CEO",vision-single,32,,,,,,,,,DigitalOcean,"[""Multiple availability zones""]",Multiple availability zones in DigitalOcean high availability data centers,[],[],,True,False,True,True,True,True,True,"Internet → Loadbalancers → VPN-protected Node servers → Databases (Qdrant, MongoDB, Valkey). Traffic from Node servers also connects to 3rd Party services (LLMs, Integrations, Webhooks).",Cloud-native multi-tier with microservices elements,"[""Node.js""]",[],"[""Virtual servers"", ""Node servers"", ""Load balancers""]",False,"[""MongoDB"", ""Qdrant"", ""Valkey""]","[""Valkey""]",Suitable backups taken and maintained (specific frequency not stated),True,False,Internal identity management with unique login IDs,True,True,True,True,True,True,False,True,False,False,0,0,3,0,4,9,"Gleap is an AI-powered customer feedback and bug reporting platform designed to help developers and product teams improve their apps and websites. The platform provides AI-first customer support, bug reporting with automatic capture of device data/logs/replays, roadmapping, outbound messaging, and onboarding tools.",True,False,DigitalOcean,Type 2
16szsidqR2N_V_LzioW6p2TmAWlsxObFaTeorFgE4jHs,"Duos Edge AI, Inc.",Edge Data Center Services System,SOC 2 Type II,"April 1, 2025 - September 30, 2025",Accorp Partners (ACCORP),unqualified,United States (multiple standardized edge locations),"Doug Recker, President",vision-single,37,,,,,,,,,Microsoft Azure (subservice organization for data center services),"[""United States (multiple standardized edge locations)""]",Azure availability zones utilized for disaster recovery,"[""CIMpliciti Cloud Platform (hosted entroCIM enterprise environment)"", ""Room Alert Cloud Services""]",[],,True,False,True,False,True,True,True,"Management network completely segregated physically and logically from customer networks. Triple WAN path redundancy per module: Primary ISP circuit (fiber/broadband), 5G wireless router, and Starlink satellite uplink. SNMP-based device communication to entroCIM Edge Controllers.",Centralized monitoring with distributed edge controllers,[],[],"[""Modular edge data center facilities"", ""Virtualized environments for recovery""]",True,"[""entroCIM databases"", ""Paxton Net2 databases""]",[],"Weekly (entroCIM system configurations), Monthly (Paxton Net2 and Room Alert), Daily backups mentioned for some systems",True,True,Microsoft Entra ID (Azure Active Directory),True,True,True,True,False,True,False,True,True,True,0,0,13,0,0,9,"Technology infrastructure organization that designs, owns, and operates edge data centers enabling low-latency compute, storage, and connectivity in geographically distributed locations. Supports AI-driven analytics, IoT applications, and real-time data processing at the network edge.",True,False,Azure,Type 2
1KW-Mskw_ImOYScxe4z_WRykO77kca3Ave4XvO7RtXZY,"AchillesHR, Inc.",AchillesHR Platform (AI-powered HR assistant 'Sam'),SOC 2 Type 1,"As of November 17, 2025",Accorp Partners (ACCORP PARTNERS),unqualified,"180 Varick St, Suite 512, New York, NY","Ben Schoeggl, CTO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""AWS Cloud""]","Multiple availability zones (AZ1, AZ2, AZ3) with failover capabilities",[],[],Not explicitly mentioned,True,True,True,True,True,True,True,"Internet → Customer Account → Cluster VPC (IGW) → 3 AZs (AZ1, AZ2, AZ3) → Public Subnets (NLB, NATGW) → Private Subnets (EKS Control Plane) → EKS Nodes (EC2 in ASG) → EBS Storage. Network includes segmented VPCs and Access Control Lists (ACLs).",Microservices architecture using container orchestration,[],"[""Kubernetes (AWS EKS)""]","[""AWS EKS (Elastic Kubernetes Service)"", ""EC2 instances"", ""Auto Scaling Groups (ASG)"", ""Network Load Balancer (NLB)""]",False,"[""Amazon EBS (Elastic Block Storage)""]",[],Suitable backups taken and maintained per Backup Policy,True,False,"AWS IAM (implied), local unique login IDs with passwords",True,True,True,True,True,True,False,True,True,False,0,0,1,5,5,12,"AI-powered HR assistant platform that optimizes back office processes like recruiting. The AI assistant 'Sam' helps with resume screening, pre-screen interviews, and in-person interview scheduling.",True,False,AWS,Type 1
1_lBBhqf9oSuPi_NIZxgJSwFv3IlGoX7KJOPcUV61Izk,"Accumatic, Inc",Accumatic Platform,SOC 2 Type 1,"As of November 6, 2025",Accorp Partners,unqualified,"1100 Carillon Point, Kirkland, WA 98033","Robert Pierson, CTO",vision-single,30,,,,,,,,,Multi-cloud: Amazon Web Services (AWS) and Microsoft Azure,"[""Multiple availability zones across AWS and Azure""]",Multiple availability zones in AWS and Azure with failover capabilities,[],[],Not specified,True,True,True,True,True,True,True,Production environment hosted in VPC environments with segmented VPCs. Traffic flows through bastion hosts for remote access. Multi-AZ deployment for high availability.,SaaS platform with web-based systems,[],[],"[""AWS EC2 instances"", ""Azure virtual machines""]",True,"[""Relational databases (specific technology not detailed)""]",[],Suitable backups taken and maintained per Backup Policy (specific frequency not detailed in scope),True,True,Internal identity management with unique user IDs,True,True,False,True,True,True,False,True,False,True,0,0,2,4,4,7,"Accumatic provides a Software as a Service platform specializing in automating accounting workflows for automotive dealerships—swiftly converting PDFs, CSVs, and other formats into ready-to-post journal entries and reconciliations. Its scope includes manufacturer and F&I reporting, payroll/benefits entries, reconciliations, and more—covering various OEMs and DMS platforms. The system is hosted entirely in cloud infrastructure (AWS and Azure) with no physical servers.",True,False,AWS,Type 1
1i6R-2NZ-ZsiAj1HafDTS-i1K61oq9zeVQVmWMDNR3E4,"OmniAI Technology, Inc.",OmniAI Platform,SOC 2 Type 1,"As of December 1, 2025",ACCORP PARTNERS,unqualified,"188 King Street Suite 202, San Francisco, CA 94107","Anna Pojawis, CTO & Co-Founder",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Multiple availability zones""]",Multiple availability zones in high availability data centers,"[""Azure (LLM instance referenced in network diagram)""]",[],Not specified,True,True,True,True,True,True,True,Traffic flows through VPC with segmented network topology. Client uploads documents to Omni API which returns completed documents. Omni AI servers hosted with AWS interface with Azure LLM instance. Encrypted documents stored in Amazon S3.,Cloud-native SaaS platform,"[""Not specified in report""]","[""Not specified in report""]","[""AWS EC2/virtual servers"", ""Azure LLM instance""]",True,"[""Database components hosted on AWS (specific engine not detailed)""]","[""Not specified""]","Daily backups implied, with backup and restoration logs maintained for retention periods as defined in Backup Policy",True,False,Internal identity management with unique login IDs,True,True,False,True,True,True,False,True,False,True,0,0,2,2,4,7,"Cloud-based software platform for financial institutions and lending organizations designed to automate and support operational workflows related to small and medium-sized business (SMB) lending, including borrower intake, document collection, data extraction, underwriting support, and ongoing account management activities.",True,False,AWS,Type 1
1n-sh8BEY244J5GcDW2d7nB_iCD5VW2gkQ91Q4K6nQ5U,"Lucidic AI, Inc.",Lucidic AI - AI Agent Monitoring and Optimization Platform,SOC 2 Type 2,"July 30, 2025 - October 30, 2025",Accorp Partners,unqualified,1314 Eddy St,"Abhinav Sinha, CEO",vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""us-west-2""]",Multiple Availability Zones (Multi-AZ),[],"[""AWS Lambda"", ""ECS Fargate"", ""Aurora Serverless v2""]",CloudFront CDN,True,True,True,True,True,True,False,"Internet -> CloudFront CDN -> Route 53 -> VPC (Public Subnets: Application Load Balancer, NAT Gateway, Bastion Host) -> Private Subnets (ECS Fargate Cluster, Aurora Serverless, ElastiCache Redis, Lambda Functions). Segmented VPCs with access control lists.",Microservices and Serverless Architecture,"[""Python 3.11"", ""TypeScript""]","[""SST v3 (Pulumi)"", ""Docker""]","[""ECS Fargate Cluster"", ""AWS Lambda Functions (VPC-attached)""]",True,"[""Aurora Serverless v2 (PostgreSQL)"", ""ElastiCache Redis""]","[""ElastiCache Redis""]",Daily (via AWS managed services),True,False,AWS IAM with custom authentication,True,True,False,True,True,True,False,True,False,True,50,0,6,0,0,12,"Lucidic AI provides an enterprise platform designed to help organizations improve the reliability, security, and performance of their AI agents in production environments. The platform enables continuous monitoring, automated simulation, scenario generation, and reinforcement-driven optimization of AI-driven workflows.",True,False,AWS,Type 2
1J0wFemxSpTpna7G8ITJnUzIzpau5BwgMl5YM15aCyjA,G2i Inc.,The video based platform for hiring contract or full time engineers / AI-automated compliance platform,SOC 2 Type 1,"As of November 12, 2025",Accorp Partners (acCorp),unqualified,[Company Address] - TEMPLATE PLACEHOLDER,Your Name Here - TEMPLATE PLACEHOLDER,vision-single,30,,,,,,,,,Railway (subservice organization for data center services),"[""Not specified - high availability data centers with multiple availability zones""]",Multiple availability zones utilized,[],[],,True,False,True,True,True,True,False,System hosted in Railway VPC environment with segmented VPCs. User requests encrypted via TLS. Remote access through bastion host with VPN. Production servers maintain failover capabilities across multiple availability zones.,Web-based systems,[],[],"[""Virtual servers"", ""Production servers hosted at Railway""]",False,"[""Cloud database (specific technology not named)""]",[],Suitable backups taken and maintained (specific frequency not stated),True,False,Internal unique user ID and password authentication,True,True,False,True,False,True,False,True,False,False,0,0,2,5,5,8,"AI-automated compliance platform designed to help companies achieve and maintain compliance with various frameworks such as SOC 2, HIPAA, GDPR, ISO 27001, and PCI DSS. The platform leverages AI to automate evidence gathering, perform continuous compliance monitoring, and includes features such as AI code scanning, infrastructure monitoring, automated security questionnaire completion, and access control management.",True,True,Railway,Type 1
19P1tDqWISN6uZSydAGGnIKlJLbvIAmMnYp3bwmoPJhM,"Medical Tracking Solutions, Inc.",iTraycer and Data Exchange Platform (DXP),SOC 2 Type 2,"August 6, 2025 - November 6, 2025",Accorp Partners,unqualified,"Not specified (Cloud-based, no physical offices)","Jonathan Tillman, CEO",vision-single,33,,,,,,,,,Amazon Web Services (AWS),"[""AWS (specific regions not specified)""]",Multiple availability zones,[],"[""AWS Fargate""]",,True,False,True,True,True,True,False,"Internet-facing Application Load Balancer routes traffic to microservices (Creation Service, Allocation Service, Usage Service, Reconciliation Service, Logging Service) hosted in AWS Fargate within private subnets. NAT Gateway handles outbound traffic. Database (Aurora) in separate private subnet. API Gateway and CloudWatch for monitoring. CI/CD via CodeCommit, CodeBuild, and ECR.",Microservices architecture,[],[],"[""AWS Fargate (ECS)"", ""Application Load Balancer"", ""API Gateway""]",False,"[""Amazon Aurora DB (MySQL compatible)"", ""Amazon SQS (messaging)"", ""Amazon SNS""]",[],,True,False,AWS IAM (implied),True,True,False,True,False,True,False,True,False,False,0,0,1,0,4,9,"Medical Tracking Solutions, Inc. provides medical device sales, distribution, logistics, loaner kit processing, and software development services. The company developed iTraycer and Data Exchange Platform (DXP) specifically built to meet the unique needs of Medical Device Companies.",True,False,AWS,Type 2
1Pfwdlo2SPlEOFuzs94ZK0Zwgq2IgdFZtGYRowoWUVDw,Dentin Inc.,Dentin.ai,SOC 2 Type II,"August 20, 2025 - November 20, 2025",Accorp Partners,unqualified,[Company Address] (placeholder),Your Name Here (placeholder),vision-single,32,,,,,,,,,Google Cloud Platform (GCP),[],Multiple availability zones across high availability data centers,[],[],,True,False,True,True,True,True,False,Hosted in GCP virtual private cloud (VPC) environment with segmented VPCs and access control lists (ACLs). Production servers maintain failover capabilities across multiple availability zones.,Cloud-native SaaS,[],[],"[""Virtual servers on GCP""]",False,"[""Cloud databases on GCP""]",[],,True,False,,True,True,False,True,False,True,False,True,False,False,40,0,2,5,4,9,"AI-powered dental practice platform designed to boost case acceptance, streamline workflows, and deliver smarter patient engagements. Dental teams can activate operational & clinical data, build tailored patient journeys (from lead to treatment), and communicate via dynamic, multilingual experiences at every touchpoint.",True,True,GCP,Type 2
